DSP;2010;13794
DSP;2010;4381;+;FFT
DSP;2011;14997
DSP;2011;4844;+;FFT
DSP;2012;15762
DSP;2012;5343;+;FFT
DSP;2013;17712
DSP;2013;6249;+;FFT
DSP;2014;17996
DSP;2014;6681;+;FFT
DSP;2015;19818
DSP;2015;7272;+;FFT
DSP;2016;20754
DSP;2016;8256;+;FFT
DSP;2017;22054
DSP;2017;9042;+;FFT
DSP;2018;24199
DSP;2018;10140;+;FFT
DSP;2019;26147
DSP;2019;11383;+;FFT
DSP;2020;27482
DSP;2020;12322;+;FFT
DSP;2010;13794
DSP;2010;13057;+;High-performance computing systems
DSP;2011;14997
DSP;2011;14238;+;High-performance computing systems
DSP;2012;15762
DSP;2012;14963;+;High-performance computing systems
DSP;2013;17712
DSP;2013;16803;+;High-performance computing systems
DSP;2014;17996
DSP;2014;17140;+;High-performance computing systems
DSP;2015;19818
DSP;2015;18869;+;High-performance computing systems
DSP;2016;20754
DSP;2016;19766;+;High-performance computing systems
DSP;2017;22054
DSP;2017;21005;+;High-performance computing systems
DSP;2018;24199
DSP;2018;23110;+;High-performance computing systems
DSP;2019;26147
DSP;2019;25024;+;High-performance computing systems
DSP;2020;27482
DSP;2020;26417;+;High-performance computing systems
DSP;2010;13794
DSP;2010;13057;+;Digital signal processing
DSP;2011;14997
DSP;2011;14238;+;Digital signal processing
DSP;2012;15762
DSP;2012;14963;+;Digital signal processing
DSP;2013;17712
DSP;2013;16803;+;Digital signal processing
DSP;2014;17996
DSP;2014;17140;+;Digital signal processing
DSP;2015;19818
DSP;2015;18869;+;Digital signal processing
DSP;2016;20754
DSP;2016;19766;+;Digital signal processing
DSP;2017;22054
DSP;2017;21005;+;Digital signal processing
DSP;2018;24199
DSP;2018;23110;+;Digital signal processing
DSP;2019;26147
DSP;2019;25024;+;Digital signal processing
DSP;2020;27482
DSP;2020;26417;+;Digital signal processing
DSP;2010;13794
DSP;2010;13057;+;Digital filtering
DSP;2011;14997
DSP;2011;14238;+;Digital filtering
DSP;2012;15762
DSP;2012;14963;+;Digital filtering
DSP;2013;17712
